FeatureCode,DateCode,Measurement,Units,Value,Gender,Weight Category
S08000017,2005/2006,Ratio,Percent Of P1 Children,9.87,All,Epidemiological - Obese
S92000003,2005/2006,Ratio,Percent Of P1 Children,10.57,All,Epidemiological - Obese
S08000024,2007/2008,Ratio,Percent Of P1 Children,11.38,Male,Epidemiological - Obese
S08000030,2010/2011,Ratio,Percent Of P1 Children,10.41,All,Epidemiological - Obese
S08000016,2009/2010,Ratio,Percent Of P1 Children,9.46,All,Epidemiological - Obese
S08000024,2002/2003,Ratio,Percent Of P1 Children,12.14,Male,Epidemiological - Obese
S08000019,2011/2012,Ratio,Percent Of P1 Children,9.02,Male,Epidemiological - Obese
S08000016,2018/2019,Ratio,Percent Of P1 Children,9.57,Female,Epidemiological - Obese
S08000025,2015/2016,Ratio,Percent Of P1 Children,11.31,All,Epidemiological - Obese
S08000016,2012/2013,Ratio,Percent Of P1 Children,8.54,Male,Epidemiological - Obese
S08000017,2013/2014,Ratio,Percent Of P1 Children,11.03,All,Epidemiological - Obese
S08000031,2017/2018,Ratio,Percent Of P1 Children,10.22,Male,Epidemiological - Obese
S08000028,2003/2004,Ratio,Percent Of P1 Children,9.5,All,Epidemiological - Obese
S92000003,2003/2004,Ratio,Percent Of P1 Children,10.5,Male,Epidemiological - Obese
S08000032,2018/2019,Ratio,Percent Of P1 Children,11.14,All,Epidemiological - Obese
S08000017,2011/2012,Ratio,Percent Of P1 Children,10.82,Male,Epidemiological - Obese
S08000032,2010/2011,Ratio,Percent Of P1 Children,8.78,Male,Epidemiological - Obese
S08000029,2015/2016,Ratio,Percent Of P1 Children,9.79,All,Epidemiological - Obese
S08000022,2011/2012,Ratio,Percent Of P1 Children,9.54,Female,Epidemiological - Obese
S08000020,2017/2018,Ratio,Percent Of P1 Children,10.03,Female,Epidemiological - Obese
S08000015,2018/2019,Ratio,Percent Of P1 Children,9.12,Female,Epidemiological - Obese
S08000017,2008/2009,Ratio,Percent Of P1 Children,10.72,All,Epidemiological - Obese
S08000032,2001/2002,Ratio,Percent Of P1 Children,9.58,Male,Epidemiological - Obese
S08000032,2017/2018,Ratio,Percent Of P1 Children,10.94,Male,Epidemiological - Obese
S08000017,2010/2011,Ratio,Percent Of P1 Children,10.65,Male,Epidemiological - Obese
S08000020,2010/2011,Ratio,Percent Of P1 Children,9.73,Male,Epidemiological - Obese
S08000016,2008/2009,Ratio,Percent Of P1 Children,9.87,Male,Epidemiological - Obese
S08000028,2012/2013,Ratio,Percent Of P1 Children,15.83,Male,Epidemiological - Obese
S08000032,2011/2012,Ratio,Percent Of P1 Children,9.33,Male,Epidemiological - Obese
S08000020,2012/2013,Ratio,Percent Of P1 Children,10.07,Male,Epidemiological - Obese
S08000030,2004/2005,Ratio,Percent Of P1 Children,10.24,All,Epidemiological - Obese
S08000015,2016/2017,Ratio,Percent Of P1 Children,12.66,Male,Epidemiological - Obese
S08000019,2012/2013,Ratio,Percent Of P1 Children,8.72,Male,Epidemiological - Obese
S08000028,2011/2012,Ratio,Percent Of P1 Children,10.87,Male,Epidemiological - Obese
S92000003,2012/2013,Ratio,Percent Of P1 Children,9.36,All,Epidemiological - Obese
S08000031,2015/2016,Ratio,Percent Of P1 Children,9.9,Male,Epidemiological - Obese
S08000032,2002/2003,Ratio,Percent Of P1 Children,9.26,Male,Epidemiological - Obese
S08000019,2012/2013,Ratio,Percent Of P1 Children,8.31,All,Epidemiological - Obese
S08000016,2013/2014,Ratio,Percent Of P1 Children,10.2,Female,Epidemiological - Obese
S08000016,2013/2014,Ratio,Percent Of P1 Children,8.21,Male,Epidemiological - Obese
S08000032,2015/2016,Ratio,Percent Of P1 Children,9.76,All,Epidemiological - Obese
S08000022,2008/2009,Ratio,Percent Of P1 Children,11.28,All,Epidemiological - Obese
S08000031,2018/2019,Ratio,Percent Of P1 Children,9.17,Female,Epidemiological - Obese
S08000024,2017/2018,Ratio,Percent Of P1 Children,9.15,Female,Epidemiological - Obese
S08000024,2010/2011,Ratio,Percent Of P1 Children,9.78,Male,Epidemiological - Obese
S08000020,2014/2015,Ratio,Percent Of P1 Children,9.99,All,Epidemiological - Obese
S08000030,2013/2014,Ratio,Percent Of P1 Children,10.23,Male,Epidemiological - Obese
S08000028,2005/2006,Ratio,Percent Of P1 Children,10.4,All,Epidemiological - Obese
S08000026,2017/2018,Ratio,Percent Of P1 Children,10.99,All,Epidemiological - Obese
S08000029,2001/2002,Ratio,Percent Of P1 Children,11.82,Male,Epidemiological - Obese
S08000016,2018/2019,Ratio,Percent Of P1 Children,8.7,Male,Epidemiological - Obese
S08000016,2007/2008,Ratio,Percent Of P1 Children,8.78,All,Epidemiological - Obese
S08000025,2017/2018,Ratio,Percent Of P1 Children,8.57,Male,Epidemiological - Obese
S08000031,2007/2008,Ratio,Percent Of P1 Children,8.39,Male,Epidemiological - Obese
S08000022,2017/2018,Ratio,Percent Of P1 Children,11.39,Female,Epidemiological - Obese
S08000030,2017/2018,Ratio,Percent Of P1 Children,10.8,Female,Epidemiological - Obese
S08000029,2004/2005,Ratio,Percent Of P1 Children,10.12,Male,Epidemiological - Obese
S08000029,2006/2007,Ratio,Percent Of P1 Children,12.8,Male,Epidemiological - Obese
S08000032,2012/2013,Ratio,Percent Of P1 Children,8.91,All,Epidemiological - Obese
S92000003,2011/2012,Ratio,Percent Of P1 Children,10.13,Male,Epidemiological - Obese
S92000003,2006/2007,Ratio,Percent Of P1 Children,9.99,All,Epidemiological - Obese
S08000017,2017/2018,Ratio,Percent Of P1 Children,11.04,All,Epidemiological - Obese
S08000030,2004/2005,Ratio,Percent Of P1 Children,10.11,Female,Epidemiological - Obese
S08000030,2005/2006,Ratio,Percent Of P1 Children,10.37,All,Epidemiological - Obese
S08000016,2017/2018,Ratio,Percent Of P1 Children,8.26,Male,Epidemiological - Obese
S08000022,2017/2018,Ratio,Percent Of P1 Children,9.85,Male,Epidemiological - Obese
S08000024,2010/2011,Ratio,Percent Of P1 Children,9.85,All,Epidemiological - Obese
S08000031,2008/2009,Ratio,Percent Of P1 Children,7.37,Male,Epidemiological - Obese
S92000003,2017/2018,Ratio,Percent Of P1 Children,10.2,All,Epidemiological - Obese
S08000029,2017/2018,Ratio,Percent Of P1 Children,11.33,Male,Epidemiological - Obese
S08000032,2017/2018,Ratio,Percent Of P1 Children,10.19,All,Epidemiological - Obese
S08000032,2016/2017,Ratio,Percent Of P1 Children,9.68,Male,Epidemiological - Obese
S92000003,2002/2003,Ratio,Percent Of P1 Children,9.97,All,Epidemiological - Obese
S08000019,2014/2015,Ratio,Percent Of P1 Children,8.7,All,Epidemiological - Obese
S08000024,2005/2006,Ratio,Percent Of P1 Children,10.25,All,Epidemiological - Obese
S08000016,2016/2017,Ratio,Percent Of P1 Children,10.01,All,Epidemiological - Obese
S08000030,2015/2016,Ratio,Percent Of P1 Children,10.19,All,Epidemiological - Obese
S08000024,2001/2002,Ratio,Percent Of P1 Children,12.18,Male,Epidemiological - Obese
S08000026,2009/2010,Ratio,Percent Of P1 Children,12.66,All,Epidemiological - Obese
S08000020,2017/2018,Ratio,Percent Of P1 Children,9.83,Male,Epidemiological - Obese
S08000028,2016/2017,Ratio,Percent Of P1 Children,10.5,All,Epidemiological - Obese
S08000016,2014/2015,Ratio,Percent Of P1 Children,10.43,Female,Epidemiological - Obese
S08000016,2010/2011,Ratio,Percent Of P1 Children,8.08,Female,Epidemiological - Obese
S92000003,2015/2016,Ratio,Percent Of P1 Children,10.17,Male,Epidemiological - Obese
S92000003,2004/2005,Ratio,Percent Of P1 Children,10.51,All,Epidemiological - Obese
S08000029,2007/2008,Ratio,Percent Of P1 Children,10.43,All,Epidemiological - Obese
S08000032,2003/2004,Ratio,Percent Of P1 Children,10.72,All,Epidemiological - Obese
S08000031,2012/2013,Ratio,Percent Of P1 Children,9.25,Male,Epidemiological - Obese
S08000031,2013/2014,Ratio,Percent Of P1 Children,10.16,Male,Epidemiological - Obese
S92000003,2008/2009,Ratio,Percent Of P1 Children,9.61,Male,Epidemiological - Obese
S08000032,2002/2003,Ratio,Percent Of P1 Children,9.14,All,Epidemiological - Obese
S08000031,2009/2010,Ratio,Percent Of P1 Children,8.98,Male,Epidemiological - Obese
S08000031,2017/2018,Ratio,Percent Of P1 Children,9.58,All,Epidemiological - Obese
S08000029,2005/2006,Ratio,Percent Of P1 Children,14.45,Male,Epidemiological - Obese
S08000031,2016/2017,Ratio,Percent Of P1 Children,10.09,Male,Epidemiological - Obese
S08000026,2016/2017,Ratio,Percent Of P1 Children,12.65,All,Epidemiological - Obese
S08000030,2005/2006,Ratio,Percent Of P1 Children,10.64,Male,Epidemiological - Obese
S08000022,2010/2011,Ratio,Percent Of P1 Children,11.55,Female,Epidemiological - Obese
S08000020,2016/2017,Ratio,Percent Of P1 Children,10.12,All,Epidemiological - Obese
S08000032,2006/2007,Ratio,Percent Of P1 Children,8.81,Female,Epidemiological - Obese
S08000031,2011/2012,Ratio,Percent Of P1 Children,10.13,Male,Epidemiological - Obese
S08000030,2015/2016,Ratio,Percent Of P1 Children,9.84,Male,Epidemiological - Obese
S08000029,2017/2018,Ratio,Percent Of P1 Children,9.23,Female,Epidemiological - Obese
S92000003,2010/2011,Ratio,Percent Of P1 Children,10.22,Male,Epidemiological - Obese
S08000029,2005/2006,Ratio,Percent Of P1 Children,13.17,All,Epidemiological - Obese
S08000028,2006/2007,Ratio,Percent Of P1 Children,10.79,All,Epidemiological - Obese
S08000029,2003/2004,Ratio,Percent Of P1 Children,10.39,Male,Epidemiological - Obese
S92000003,2012/2013,Ratio,Percent Of P1 Children,9.63,Male,Epidemiological - Obese
S08000016,2001/2002,Ratio,Percent Of P1 Children,6.7,Female,Epidemiological - Obese
S08000029,2004/2005,Ratio,Percent Of P1 Children,9.95,Female,Epidemiological - Obese
S08000026,2012/2013,Ratio,Percent Of P1 Children,11.64,All,Epidemiological - Obese
S08000026,2011/2012,Ratio,Percent Of P1 Children,9.23,All,Epidemiological - Obese
S08000016,2004/2005,Ratio,Percent Of P1 Children,9.44,Female,Epidemiological - Obese
S92000003,2001/2002,Ratio,Percent Of P1 Children,10.07,All,Epidemiological - Obese
S08000029,2002/2003,Ratio,Percent Of P1 Children,10.68,Male,Epidemiological - Obese
S08000031,2006/2007,Ratio,Percent Of P1 Children,8.96,Male,Epidemiological - Obese
S08000030,2011/2012,Ratio,Percent Of P1 Children,10.24,Male,Epidemiological - Obese
S08000015,2011/2012,Ratio,Percent Of P1 Children,11.01,All,Epidemiological - Obese
S08000032,2001/2002,Ratio,Percent Of P1 Children,9.67,All,Epidemiological - Obese
S92000003,2009/2010,Ratio,Percent Of P1 Children,9.9,Male,Epidemiological - Obese
S08000031,2010/2011,Ratio,Percent Of P1 Children,8.54,Male,Epidemiological - Obese
S08000019,2013/2014,Ratio,Percent Of P1 Children,10.08,All,Epidemiological - Obese
S08000019,2005/2006,Ratio,Percent Of P1 Children,10.34,All,Epidemiological - Obese
S08000015,2018/2019,Ratio,Percent Of P1 Children,10.27,All,Epidemiological - Obese
S08000030,2013/2014,Ratio,Percent Of P1 Children,10.16,All,Epidemiological - Obese
S08000030,2007/2008,Ratio,Percent Of P1 Children,8.4,All,Epidemiological - Obese
S08000024,2015/2016,Ratio,Percent Of P1 Children,9.33,Male,Epidemiological - Obese
S08000028,2014/2015,Ratio,Percent Of P1 Children,12.74,All,Epidemiological - Obese
S08000028,2004/2005,Ratio,Percent Of P1 Children,25,Female,Epidemiological - Obese
S08000017,2014/2015,Ratio,Percent Of P1 Children,11.67,All,Epidemiological - Obese
S08000015,2016/2017,Ratio,Percent Of P1 Children,12.12,All,Epidemiological - Obese
S08000020,2015/2016,Ratio,Percent Of P1 Children,12.15,Male,Epidemiological - Obese
S08000026,2018/2019,Ratio,Percent Of P1 Children,10.57,All,Epidemiological - Obese
S08000016,2014/2015,Ratio,Percent Of P1 Children,8.33,Male,Epidemiological - Obese
S08000022,2018/2019,Ratio,Percent Of P1 Children,13.21,Male,Epidemiological - Obese
S08000017,2017/2018,Ratio,Percent Of P1 Children,11.97,Male,Epidemiological - Obese
S08000032,2006/2007,Ratio,Percent Of P1 Children,9.7,Male,Epidemiological - Obese
S08000028,2009/2010,Ratio,Percent Of P1 Children,15.03,All,Epidemiological - Obese
S08000019,2006/2007,Ratio,Percent Of P1 Children,9.33,All,Epidemiological - Obese
S08000024,2006/2007,Ratio,Percent Of P1 Children,10.66,All,Epidemiological - Obese
S08000015,2008/2009,Ratio,Percent Of P1 Children,8.22,All,Epidemiological - Obese
S08000032,2010/2011,Ratio,Percent Of P1 Children,8.22,All,Epidemiological - Obese
S08000015,2017/2018,Ratio,Percent Of P1 Children,10.24,Male,Epidemiological - Obese
S08000016,2009/2010,Ratio,Percent Of P1 Children,9.29,Female,Epidemiological - Obese
S08000022,2008/2009,Ratio,Percent Of P1 Children,10.67,Female,Epidemiological - Obese
S08000019,2013/2014,Ratio,Percent Of P1 Children,10.1,Male,Epidemiological - Obese
S08000019,2009/2010,Ratio,Percent Of P1 Children,8.22,Male,Epidemiological - Obese
S08000028,2015/2016,Ratio,Percent Of P1 Children,8.72,Male,Epidemiological - Obese
S08000030,2009/2010,Ratio,Percent Of P1 Children,9.88,All,Epidemiological - Obese
S08000032,2008/2009,Ratio,Percent Of P1 Children,8.32,Male,Epidemiological - Obese
S08000022,2014/2015,Ratio,Percent Of P1 Children,10.59,Male,Epidemiological - Obese
S08000028,2018/2019,Ratio,Percent Of P1 Children,10.68,All,Epidemiological - Obese
S08000028,2012/2013,Ratio,Percent Of P1 Children,13.1,All,Epidemiological - Obese
S08000032,2018/2019,Ratio,Percent Of P1 Children,10.34,Female,Epidemiological - Obese
S08000029,2008/2009,Ratio,Percent Of P1 Children,8.91,All,Epidemiological - Obese
S08000028,2010/2011,Ratio,Percent Of P1 Children,13.25,All,Epidemiological - Obese
S08000016,2015/2016,Ratio,Percent Of P1 Children,7.83,Male,Epidemiological - Obese
S08000029,2018/2019,Ratio,Percent Of P1 Children,11.05,Male,Epidemiological - Obese
S08000028,2017/2018,Ratio,Percent Of P1 Children,14.62,Female,Epidemiological - Obese
S08000020,2013/2014,Ratio,Percent Of P1 Children,11.98,Male,Epidemiological - Obese
S92000003,2018/2019,Ratio,Percent Of P1 Children,10.25,All,Epidemiological - Obese
S08000025,2015/2016,Ratio,Percent Of P1 Children,10.87,Male,Epidemiological - Obese
S08000028,2011/2012,Ratio,Percent Of P1 Children,11.79,All,Epidemiological - Obese
S08000019,2014/2015,Ratio,Percent Of P1 Children,8.82,Male,Epidemiological - Obese
S08000030,2002/2003,Ratio,Percent Of P1 Children,9.52,Male,Epidemiological - Obese
S08000015,2018/2019,Ratio,Percent Of P1 Children,11.36,Male,Epidemiological - Obese
S08000029,2008/2009,Ratio,Percent Of P1 Children,8.91,Male,Epidemiological - Obese
S92000003,2003/2004,Ratio,Percent Of P1 Children,10.33,All,Epidemiological - Obese
S08000016,2011/2012,Ratio,Percent Of P1 Children,8.15,Female,Epidemiological - Obese
S08000025,2011/2012,Ratio,Percent Of P1 Children,14.59,All,Epidemiological - Obese
S08000032,2005/2006,Ratio,Percent Of P1 Children,9.24,Female,Epidemiological - Obese
S08000022,2009/2010,Ratio,Percent Of P1 Children,10.81,Female,Epidemiological - Obese
S08000032,2013/2014,Ratio,Percent Of P1 Children,8.73,Male,Epidemiological - Obese
S08000031,2018/2019,Ratio,Percent Of P1 Children,11.64,Male,Epidemiological - Obese
S08000029,2009/2010,Ratio,Percent Of P1 Children,10.92,Male,Epidemiological - Obese
S08000029,2001/2002,Ratio,Percent Of P1 Children,8.78,Female,Epidemiological - Obese
S08000015,2014/2015,Ratio,Percent Of P1 Children,11.08,All,Epidemiological - Obese
S92000003,2015/2016,Ratio,Percent Of P1 Children,9.96,All,Epidemiological - Obese
S08000032,2004/2005,Ratio,Percent Of P1 Children,10.45,All,Epidemiological - Obese
S08000032,2015/2016,Ratio,Percent Of P1 Children,10.04,Male,Epidemiological - Obese
S08000026,2015/2016,Ratio,Percent Of P1 Children,9.33,Male,Epidemiological - Obese
S08000026,2010/2011,Ratio,Percent Of P1 Children,7.5,All,Epidemiological - Obese
S08000032,2005/2006,Ratio,Percent Of P1 Children,10.13,Male,Epidemiological - Obese
S08000030,2012/2013,Ratio,Percent Of P1 Children,10.16,Male,Epidemiological - Obese
S08000030,2006/2007,Ratio,Percent Of P1 Children,10.34,Male,Epidemiological - Obese
S08000025,2010/2011,Ratio,Percent Of P1 Children,12.63,All,Epidemiological - Obese
S08000016,2004/2005,Ratio,Percent Of P1 Children,12.46,Male,Epidemiological - Obese
S08000028,2013/2014,Ratio,Percent Of P1 Children,11.9,All,Epidemiological - Obese
S08000029,2007/2008,Ratio,Percent Of P1 Children,10.8,Male,Epidemiological - Obese
S08000019,2018/2019,Ratio,Percent Of P1 Children,10.15,All,Epidemiological - Obese
S08000024,2018/2019,Ratio,Percent Of P1 Children,9.62,All,Epidemiological - Obese
S08000029,2006/2007,Ratio,Percent Of P1 Children,11.99,All,Epidemiological - Obese
S08000032,2009/2010,Ratio,Percent Of P1 Children,8.49,Male,Epidemiological - Obese
S08000029,2002/2003,Ratio,Percent Of P1 Children,11.25,Female,Epidemiological - Obese
S08000015,2015/2016,Ratio,Percent Of P1 Children,11.45,Male,Epidemiological - Obese
S08000032,2014/2015,Ratio,Percent Of P1 Children,9.87,Male,Epidemiological - Obese
S08000030,2018/2019,Ratio,Percent Of P1 Children,10.08,All,Epidemiological - Obese
S08000016,2003/2004,Ratio,Percent Of P1 Children,7.39,Male,Epidemiological - Obese
S08000016,2006/2007,Ratio,Percent Of P1 Children,9.33,All,Epidemiological - Obese
S08000016,2017/2018,Ratio,Percent Of P1 Children,10.38,Female,Epidemiological - Obese
S08000015,2012/2013,Ratio,Percent Of P1 Children,11.06,All,Epidemiological - Obese
S08000030,2003/2004,Ratio,Percent Of P1 Children,9.61,Female,Epidemiological - Obese
S08000029,2003/2004,Ratio,Percent Of P1 Children,10.6,Female,Epidemiological - Obese
S08000016,2001/2002,Ratio,Percent Of P1 Children,10.22,Male,Epidemiological - Obese
S08000030,2009/2010,Ratio,Percent Of P1 Children,10.14,Male,Epidemiological - Obese
S92000003,2016/2017,Ratio,Percent Of P1 Children,10.24,Female,Epidemiological - Obese
S08000019,2011/2012,Ratio,Percent Of P1 Children,9.02,Female,Epidemiological - Obese
S08000032,2007/2008,Ratio,Percent Of P1 Children,8.8,All,Epidemiological - Obese
S08000025,2014/2015,Ratio,Percent Of P1 Children,5.1,Female,Epidemiological - Obese
S08000029,2011/2012,Ratio,Percent Of P1 Children,10.46,Male,Epidemiological - Obese
S08000016,2005/2006,Ratio,Percent Of P1 Children,9.81,Female,Epidemiological - Obese
S08000022,2013/2014,Ratio,Percent Of P1 Children,11.67,All,Epidemiological - Obese
S08000028,2006/2007,Ratio,Percent Of P1 Children,8.4,Male,Epidemiological - Obese
S08000020,2009/2010,Ratio,Percent Of P1 Children,9.61,All,Epidemiological - Obese
S08000017,2006/2007,Ratio,Percent Of P1 Children,12.63,Male,Epidemiological - Obese
S08000028,2014/2015,Ratio,Percent Of P1 Children,14,Female,Epidemiological - Obese
S08000022,2014/2015,Ratio,Percent Of P1 Children,10.63,All,Epidemiological - Obese
S08000022,2015/2016,Ratio,Percent Of P1 Children,10.46,All,Epidemiological - Obese
S92000003,2010/2011,Ratio,Percent Of P1 Children,9.15,Female,Epidemiological - Obese
